,place,ym,gt_visit
7121,RA_TOTAL,2014_02,111109.0
7122,RA_TOTAL,2014_03,172213.0
7124,(RA)_LEEDS,2013_04,22793.0
7125,(RA)_LEEDS,2013_05,17278.0
7126,(RA)_LEEDS,2013_06,20358.0
7127,(RA)_LEEDS,2013_07,16315.0
7128,(RA)_LEEDS,2013_08,26267.0
7129,(RA)_LEEDS,2013_09,17360.0
7130,(RA)_LEEDS,2013_10,15852.0
7131,(RA)_LEEDS,2013_11,16989.0
7132,(RA)_LEEDS,2013_12,12971.0
7133,(RA)_LEEDS,2014_01,13948.0
7134,(RA)_LEEDS,2014_02,21219.0
7135,(RA)_LEEDS,2014_03,19737.0
7137,(RA)_FORT_NELSON,2013_04,8011.0
7138,(RA)_FORT_NELSON,2013_05,4719.0
7139,(RA)_FORT_NELSON,2013_06,7811.0
7140,(RA)_FORT_NELSON,2013_07,5831.0
7141,(RA)_FORT_NELSON,2013_08,14022.0
7142,(RA)_FORT_NELSON,2013_09,10263.0
7143,(RA)_FORT_NELSON,2013_10,6291.0
7144,(RA)_FORT_NELSON,2013_11,8129.0
7145,(RA)_FORT_NELSON,2013_12,3358.0
7146,(RA)_FORT_NELSON,2014_01,4391.0
7147,(RA)_FORT_NELSON,2014_02,6597.0
7148,(RA)_FORT_NELSON,2014_03,6580.0
7150,(RA)_WHITE_TOWER,2013_04,139830.0
7151,(RA)_WHITE_TOWER,2013_05,171692.0
7152,(RA)_WHITE_TOWER,2013_06,198680.0
7153,(RA)_WHITE_TOWER,2013_07,172715.0
7154,(RA)_WHITE_TOWER,2013_08,181422.0
7155,(RA)_WHITE_TOWER,2013_09,159954.0
7156,(RA)_WHITE_TOWER,2013_10,129089.0
7157,(RA)_WHITE_TOWER,2013_11,91237.0
7158,(RA)_WHITE_TOWER,2013_12,94253.0
7159,(RA)_WHITE_TOWER,2014_01,66382.0
7160,(RA)_WHITE_TOWER,2014_02,83293.0
7161,(RA)_WHITE_TOWER,2014_03,145896.0
7163,SIR_JOHN_SOANES,2013_04,10644.0
7164,SIR_JOHN_SOANES,2013_05,11436.0
7165,SIR_JOHN_SOANES,2013_06,9489.0
7166,SIR_JOHN_SOANES,2013_07,10466.0
7167,SIR_JOHN_SOANES,2013_08,11917.0
7168,SIR_JOHN_SOANES,2013_09,9447.0
7169,SIR_JOHN_SOANES,2013_10,10668.0
7170,SIR_JOHN_SOANES,2013_11,9697.0
7171,SIR_JOHN_SOANES,2013_12,7067.0
7172,SIR_JOHN_SOANES,2014_01,9571.0
7173,SIR_JOHN_SOANES,2014_02,8734.0
7174,SIR_JOHN_SOANES,2014_03,10169.0
7176,TATE_TOTAL,2013_04,669323.0
7177,TATE_TOTAL,2013_05,649312.0
7178,TATE_TOTAL,2013_06,528738.0
7179,TATE_TOTAL,2013_07,684678.0
7180,TATE_TOTAL,2013_08,709650.0
7181,TATE_TOTAL,2013_09,562164.0
7182,TATE_TOTAL,2013_10,622083.0
7183,TATE_TOTAL,2013_11,515852.0
7184,TATE_TOTAL,2013_12,444548.0
7185,TATE_TOTAL,2014_01,498601.0
7186,TATE_TOTAL,2014_02,569390.0
7187,TATE_TOTAL,2014_03,574733.0
7189,TATE_BRITAIN,2013_04,92416.0
7190,TATE_BRITAIN,2013_05,100981.0
7191,TATE_BRITAIN,2013_06,106932.0
7192,TATE_BRITAIN,2013_07,152988.0
7193,TATE_BRITAIN,2013_08,163845.0
7194,TATE_BRITAIN,2013_09,137612.0
7195,TATE_BRITAIN,2013_10,148505.0
7196,TATE_BRITAIN,2013_11,103923.0
7197,TATE_BRITAIN,2013_12,93850.0
7198,TATE_BRITAIN,2014_01,99825.0
7199,TATE_BRITAIN,2014_02,112826.0
7200,TATE_BRITAIN,2014_03,105283.0
7202,TATE_MODERN,2013_04,509236.0
7203,TATE_MODERN,2013_05,479821.0
7204,TATE_MODERN,2013_06,338848.0
7205,TATE_MODERN,2013_07,421666.0
7206,TATE_MODERN,2013_08,424556.0
7207,TATE_MODERN,2013_09,335647.0
7208,TATE_MODERN,2013_10,408457.0
7209,TATE_MODERN,2013_11,364490.0
7210,TATE_MODERN,2013_12,316602.0
7211,TATE_MODERN,2014_01,358933.0
7212,TATE_MODERN,2014_02,415405.0
7213,TATE_MODERN,2014_03,432107.0
7215,TATE_LIVERPOOL,2013_04,42439.0
7216,TATE_LIVERPOOL,2013_05,51139.0
7217,TATE_LIVERPOOL,2013_06,57352.0
7218,TATE_LIVERPOOL,2013_07,68614.0
7219,TATE_LIVERPOOL,2013_08,79755.0
7220,TATE_LIVERPOOL,2013_09,58422.0
7221,TATE_LIVERPOOL,2013_10,45139.0
7222,TATE_LIVERPOOL,2013_11,34634.0
7223,TATE_LIVERPOOL,2013_12,25390.0
7224,TATE_LIVERPOOL,2014_01,30907.0
7225,TATE_LIVERPOOL,2014_02,39962.0
7226,TATE_LIVERPOOL,2014_03,35485.0
7228,TATE_ST_IVES,2013_04,25232.0
7229,TATE_ST_IVES,2013_05,17371.0
7230,TATE_ST_IVES,2013_06,25606.0
7231,TATE_ST_IVES,2013_07,41410.0
7232,TATE_ST_IVES,2013_08,41494.0
7233,TATE_ST_IVES,2013_09,30483.0
7234,TATE_ST_IVES,2013_10,19982.0
7235,TATE_ST_IVES,2013_11,12805.0
7236,TATE_ST_IVES,2013_12,8706.0
7237,TATE_ST_IVES,2014_01,8936.0
7238,TATE_ST_IVES,2014_02,1197.0
7239,TATE_ST_IVES,2014_03,1858.0
7241,TYNE_&_WEAR_TOTAL,2013_04,155193.0
7242,TYNE_&_WEAR_TOTAL,2013_05,151479.0
7243,TYNE_&_WEAR_TOTAL,2013_06,135115.0
7244,TYNE_&_WEAR_TOTAL,2013_07,170927.0
7245,TYNE_&_WEAR_TOTAL,2013_08,218349.0
7246,TYNE_&_WEAR_TOTAL,2013_09,132978.0
7247,TYNE_&_WEAR_TOTAL,2013_10,150347.0
7248,TYNE_&_WEAR_TOTAL,2013_11,129411.0
7249,TYNE_&_WEAR_TOTAL,2013_12,86663.0
7250,TYNE_&_WEAR_TOTAL,2014_01,106197.0
7251,TYNE_&_WEAR_TOTAL,2014_02,172744.0
7252,TYNE_&_WEAR_TOTAL,2014_03,137115.0
7254,(T&W)_ARBEIA,2013_04,3241.0
7255,(T&W)_ARBEIA,2013_05,3720.0
7256,(T&W)_ARBEIA,2013_06,4646.0
7257,(T&W)_ARBEIA,2013_07,5437.0
7258,(T&W)_ARBEIA,2013_08,5943.0
7259,(T&W)_ARBEIA,2013_09,4165.0
7260,(T&W)_ARBEIA,2013_10,1332.0
7261,(T&W)_ARBEIA,2013_11,963.0
7262,(T&W)_ARBEIA,2013_12,78.0
7264,(T&W)_ARBEIA,2014_02,168.0
7265,(T&W)_ARBEIA,2014_03,929.0
7267,(T&W)_DISCOVERY,2013_04,40222.0
7268,(T&W)_DISCOVERY,2013_05,34773.0
7269,(T&W)_DISCOVERY,2013_06,26804.0
7270,(T&W)_DISCOVERY,2013_07,34886.0
7271,(T&W)_DISCOVERY,2013_08,45930.0
7272,(T&W)_DISCOVERY,2013_09,27541.0
7273,(T&W)_DISCOVERY,2013_10,37000.0
7274,(T&W)_DISCOVERY,2013_11,26893.0
7275,(T&W)_DISCOVERY,2013_12,19509.0
7276,(T&W)_DISCOVERY,2014_01,29308.0
7277,(T&W)_DISCOVERY,2014_02,54794.0
7278,(T&W)_DISCOVERY,2014_03,35404.0
7293,(T&W)_GREAT_NORTH,2013_04,37473.0
7294,(T&W)_GREAT_NORTH,2013_05,40543.0
7295,(T&W)_GREAT_NORTH,2013_06,30108.0
7296,(T&W)_GREAT_NORTH,2013_07,42286.0
7297,(T&W)_GREAT_NORTH,2013_08,58592.0
7298,(T&W)_GREAT_NORTH,2013_09,29298.0
7299,(T&W)_GREAT_NORTH,2013_10,40746.0
7300,(T&W)_GREAT_NORTH,2013_11,27505.0
7301,(T&W)_GREAT_NORTH,2013_12,18984.0
7302,(T&W)_GREAT_NORTH,2014_01,26547.0
7303,(T&W)_GREAT_NORTH,2014_02,49986.0
7304,(T&W)_GREAT_NORTH,2014_03,36652.0
7306,(T&W)_LAING,2013_04,18179.0
7307,(T&W)_LAING,2013_05,17714.0
7308,(T&W)_LAING,2013_06,15938.0
7309,(T&W)_LAING,2013_07,19638.0
7310,(T&W)_LAING,2013_08,22842.0
7311,(T&W)_LAING,2013_09,18547.0
7312,(T&W)_LAING,2013_10,19796.0
7313,(T&W)_LAING,2013_11,20350.0
7314,(T&W)_LAING,2013_12,18083.0
7315,(T&W)_LAING,2014_01,20760.0
7316,(T&W)_LAING,2014_02,20203.0
7317,(T&W)_LAING,2014_03,19920.0
7319,(T&W)_MONKWEARMOUTH,2013_04,2423.0
7320,(T&W)_MONKWEARMOUTH,2013_05,2256.0
7321,(T&W)_MONKWEARMOUTH,2013_06,1619.0
7322,(T&W)_MONKWEARMOUTH,2013_07,2412.0
7323,(T&W)_MONKWEARMOUTH,2013_08,3012.0
7324,(T&W)_MONKWEARMOUTH,2013_09,1734.0
7325,(T&W)_MONKWEARMOUTH,2013_10,1971.0
7326,(T&W)_MONKWEARMOUTH,2013_11,1857.0
7327,(T&W)_MONKWEARMOUTH,2013_12,1127.0
7328,(T&W)_MONKWEARMOUTH,2014_01,1639.0
7329,(T&W)_MONKWEARMOUTH,2014_02,2156.0
7330,(T&W)_MONKWEARMOUTH,2014_03,1918.0
7334,(T&W)_WASHINGTON,2013_06,16.0
7336,(T&W)_WASHINGTON,2013_08,150.0
7337,(T&W)_WASHINGTON,2013_09,195.0
7345,(T&W)_SEGEDUNUM,2013_04,3600.0
7346,(T&W)_SEGEDUNUM,2013_05,3527.0
7347,(T&W)_SEGEDUNUM,2013_06,4273.0
7348,(T&W)_SEGEDUNUM,2013_07,4930.0
7349,(T&W)_SEGEDUNUM,2013_08,4071.0
7350,(T&W)_SEGEDUNUM,2013_09,5705.0
7351,(T&W)_SEGEDUNUM,2013_10,4128.0
7352,(T&W)_SEGEDUNUM,2013_11,14296.0
7353,(T&W)_SEGEDUNUM,2013_12,665.0
7354,(T&W)_SEGEDUNUM,2014_01,1199.0
7355,(T&W)_SEGEDUNUM,2014_02,2185.0
7356,(T&W)_SEGEDUNUM,2014_03,2633.0
7358,(T&W)_SHIPLEY,2013_04,1948.0
7359,(T&W)_SHIPLEY,2013_05,2297.0
7360,(T&W)_SHIPLEY,2013_06,1749.0
7361,(T&W)_SHIPLEY,2013_07,1677.0
7362,(T&W)_SHIPLEY,2013_08,1773.0
7363,(T&W)_SHIPLEY,2013_09,1694.0
7364,(T&W)_SHIPLEY,2013_10,2174.0
7365,(T&W)_SHIPLEY,2013_11,2406.0
7366,(T&W)_SHIPLEY,2013_12,1176.0
7367,(T&W)_SHIPLEY,2014_01,1391.0
7368,(T&W)_SHIPLEY,2014_02,2012.0
7369,(T&W)_SHIPLEY,2014_03,2297.0
7371,(T&W)_SOUTH_SHIELDS,2013_04,12723.0
7372,(T&W)_SOUTH_SHIELDS,2013_05,10742.0
7373,(T&W)_SOUTH_SHIELDS,2013_06,10586.0
7374,(T&W)_SOUTH_SHIELDS,2013_07,12906.0
7375,(T&W)_SOUTH_SHIELDS,2013_08,16315.0
7376,(T&W)_SOUTH_SHIELDS,2013_09,10771.0
7377,(T&W)_SOUTH_SHIELDS,2013_10,10429.0
7378,(T&W)_SOUTH_SHIELDS,2013_11,8720.0
7379,(T&W)_SOUTH_SHIELDS,2013_12,5057.0
7380,(T&W)_SOUTH_SHIELDS,2014_01,5642.0
7381,(T&W)_SOUTH_SHIELDS,2014_02,10611.0
7382,(T&W)_SOUTH_SHIELDS,2014_03,9267.0
7384,(T&W)_HATTON_GALLERY,2013_04,2083.0
7385,(T&W)_HATTON_GALLERY,2013_05,3239.0
7386,(T&W)_HATTON_GALLERY,2013_06,2569.0
7387,(T&W)_HATTON_GALLERY,2013_07,2719.0
7388,(T&W)_HATTON_GALLERY,2013_08,2183.0
7389,(T&W)_HATTON_GALLERY,2013_09,2157.0
7390,(T&W)_HATTON_GALLERY,2013_10,2784.0
7391,(T&W)_HATTON_GALLERY,2013_11,2852.0
7392,(T&W)_HATTON_GALLERY,2013_12,1646.0
7393,(T&W)_HATTON_GALLERY,2014_01,2557.0
7394,(T&W)_HATTON_GALLERY,2014_02,4061.0
7395,(T&W)_HATTON_GALLERY,2014_03,3714.0
7397,(T&W)_STEPHENSON,2013_04,4144.0
7398,(T&W)_STEPHENSON,2013_05,2886.0
7399,(T&W)_STEPHENSON,2013_06,3012.0
7400,(T&W)_STEPHENSON,2013_07,3566.0
7401,(T&W)_STEPHENSON,2013_08,7148.0
7402,(T&W)_STEPHENSON,2013_09,2369.0
7403,(T&W)_STEPHENSON,2013_10,3511.0
7404,(T&W)_STEPHENSON,2013_11,1464.0
7405,(T&W)_STEPHENSON,2013_12,5100.0
7407,(T&W)_STEPHENSON,2014_02,1743.0
7408,(T&W)_STEPHENSON,2014_03,484.0
7410,(T&W)_SUNDERLAND,2013_04,29157.0
7411,(T&W)_SUNDERLAND,2013_05,29782.0
7412,(T&W)_SUNDERLAND,2013_06,33795.0
7413,(T&W)_SUNDERLAND,2013_07,40470.0
7414,(T&W)_SUNDERLAND,2013_08,50390.0
7415,(T&W)_SUNDERLAND,2013_09,28802.0
7416,(T&W)_SUNDERLAND,2013_10,26476.0
7417,(T&W)_SUNDERLAND,2013_11,22105.0
7418,(T&W)_SUNDERLAND,2013_12,15238.0
7419,(T&W)_SUNDERLAND,2014_01,17154.0
7420,(T&W)_SUNDERLAND,2014_02,24825.0
7421,(T&W)_SUNDERLAND,2014_03,23897.0
7436,V&A_TOTAL,2013_04,343485.0
7437,V&A_TOTAL,2013_05,301667.0
7438,V&A_TOTAL,2013_06,389999.0
7439,V&A_TOTAL,2013_07,325171.0
7440,V&A_TOTAL,2013_08,353293.0
7441,V&A_TOTAL,2013_09,316249.0
7442,V&A_TOTAL,2013_10,259762.0
7443,V&A_TOTAL,2013_11,254622.0
7444,V&A_TOTAL,2013_12,246886.0
7445,V&A_TOTAL,2014_01,293270.0
7446,V&A_TOTAL,2014_02,284996.0
7447,V&A_TOTAL,2014_03,277344.0
7449,(V&A)_SOUTH_KENSINGTON,2013_04,297746.0
7450,(V&A)_SOUTH_KENSINGTON,2013_05,275042.0
7451,(V&A)_SOUTH_KENSINGTON,2013_06,353396.0
7452,(V&A)_SOUTH_KENSINGTON,2013_07,302620.0
7453,(V&A)_SOUTH_KENSINGTON,2013_08,316552.0
7454,(V&A)_SOUTH_KENSINGTON,2013_09,283652.0
7455,(V&A)_SOUTH_KENSINGTON,2013_10,223053.0
7456,(V&A)_SOUTH_KENSINGTON,2013_11,212318.0
7457,(V&A)_SOUTH_KENSINGTON,2013_12,211757.0
7458,(V&A)_SOUTH_KENSINGTON,2014_01,254382.0
7459,(V&A)_SOUTH_KENSINGTON,2014_02,229748.0
7460,(V&A)_SOUTH_KENSINGTON,2014_03,235172.0
7462,(V&A)_CHILDHOOD,2013_04,45550.0
7463,(V&A)_CHILDHOOD,2013_05,26359.0
7464,(V&A)_CHILDHOOD,2013_06,36280.0
7465,(V&A)_CHILDHOOD,2013_07,22311.0
7466,(V&A)_CHILDHOOD,2013_08,36499.0
7467,(V&A)_CHILDHOOD,2013_09,32298.0
7468,(V&A)_CHILDHOOD,2013_10,36069.0
7469,(V&A)_CHILDHOOD,2013_11,41743.0
7470,(V&A)_CHILDHOOD,2013_12,34365.0
7471,(V&A)_CHILDHOOD,2014_01,38527.0
7472,(V&A)_CHILDHOOD,2014_02,54750.0
7473,(V&A)_CHILDHOOD,2014_03,41481.0
7488,(V&A)_BLYTHE_HOUSE,2013_04,189.0
7489,(V&A)_BLYTHE_HOUSE,2013_05,266.0
7490,(V&A)_BLYTHE_HOUSE,2013_06,323.0
7491,(V&A)_BLYTHE_HOUSE,2013_07,240.0
7492,(V&A)_BLYTHE_HOUSE,2013_08,242.0
7493,(V&A)_BLYTHE_HOUSE,2013_09,299.0
7494,(V&A)_BLYTHE_HOUSE,2013_10,640.0
7495,(V&A)_BLYTHE_HOUSE,2013_11,561.0
7496,(V&A)_BLYTHE_HOUSE,2013_12,764.0
7497,(V&A)_BLYTHE_HOUSE,2014_01,361.0
7498,(V&A)_BLYTHE_HOUSE,2014_02,498.0
7499,(V&A)_BLYTHE_HOUSE,2014_03,691.0
7501,WALLACE_COLLECTION,2013_04,34007.0
7502,WALLACE_COLLECTION,2013_05,35047.0
7503,WALLACE_COLLECTION,2013_06,34333.0
7504,WALLACE_COLLECTION,2013_07,35472.0
7505,WALLACE_COLLECTION,2013_08,35234.0
7506,WALLACE_COLLECTION,2013_09,32898.0
7507,WALLACE_COLLECTION,2013_10,35710.0
7508,WALLACE_COLLECTION,2013_11,38091.0
7509,WALLACE_COLLECTION,2013_12,32031.0
7510,WALLACE_COLLECTION,2014_01,36497.0
7511,WALLACE_COLLECTION,2014_02,32354.0
7512,WALLACE_COLLECTION,2014_03,33795.0
7540,TOTAL,2014_04,4585324.0
7541,TOTAL,2014_05,4453059.0
7542,TOTAL,2014_06,4086691.0
7543,TOTAL,2014_07,4957581.0
7544,TOTAL,2014_08,5902931.0
7545,TOTAL,2014_09,3796009.0
7546,TOTAL,2014_10,4508231.0
7547,TOTAL,2014_11,3695648.0
7548,TOTAL,2014_12,3338681.0
7549,TOTAL,2015_01,3491444.0
7550,TOTAL,2015_02,3931629.0
7551,TOTAL,2015_03,4093317.0
7553,BRITISH_MUSEUM,2014_04,641259.0
7554,BRITISH_MUSEUM,2014_05,654228.0
7555,BRITISH_MUSEUM,2014_06,596527.0
7556,BRITISH_MUSEUM,2014_07,698550.0
7557,BRITISH_MUSEUM,2014_08,702997.0
7558,BRITISH_MUSEUM,2014_09,498386.0
7559,BRITISH_MUSEUM,2014_10,586248.0
7560,BRITISH_MUSEUM,2014_11,425550.0
7561,BRITISH_MUSEUM,2014_12,416112.0
7562,BRITISH_MUSEUM,2015_01,446904.0
7563,BRITISH_MUSEUM,2015_02,477719.0
7564,BRITISH_MUSEUM,2015_03,533510.0
7566,GEFFRYE_MUSEUM,2014_04,9981.0
7567,GEFFRYE_MUSEUM,2014_05,10135.0
7568,GEFFRYE_MUSEUM,2014_06,7546.0
7569,GEFFRYE_MUSEUM,2014_07,7523.0
7570,GEFFRYE_MUSEUM,2014_08,11123.0
7571,GEFFRYE_MUSEUM,2014_09,7191.0
7572,GEFFRYE_MUSEUM,2014_10,9245.0
7573,GEFFRYE_MUSEUM,2014_11,8282.0
7574,GEFFRYE_MUSEUM,2014_12,13070.0
7575,GEFFRYE_MUSEUM,2015_01,8644.0
7576,GEFFRYE_MUSEUM,2015_02,7535.0
7577,GEFFRYE_MUSEUM,2015_03,7893.0
7579,HORNIMAN_MUSEUM,2014_04,72941.0
7580,HORNIMAN_MUSEUM,2014_05,68663.0
7581,HORNIMAN_MUSEUM,2014_06,52577.0
7582,HORNIMAN_MUSEUM,2014_07,80494.0
7583,HORNIMAN_MUSEUM,2014_08,99772.0
7584,HORNIMAN_MUSEUM,2014_09,45092.0
7585,HORNIMAN_MUSEUM,2014_10,64679.0
7586,HORNIMAN_MUSEUM,2014_11,54358.0
7587,HORNIMAN_MUSEUM,2014_12,43776.0
7588,HORNIMAN_MUSEUM,2015_01,49824.0
7589,HORNIMAN_MUSEUM,2015_02,59610.0
7590,HORNIMAN_MUSEUM,2015_03,58596.0
7592,IWM_TOTAL,2014_04,157450.0
7593,IWM_TOTAL,2014_05,169749.0
7594,IWM_TOTAL,2014_06,144708.0
7595,IWM_TOTAL,2014_07,301443.0
7596,IWM_TOTAL,2014_08,463235.0
7597,IWM_TOTAL,2014_09,294976.0
7598,IWM_TOTAL,2014_10,333300.0
7599,IWM_TOTAL,2014_11,241491.0
7600,IWM_TOTAL,2014_12,157331.0
7601,IWM_TOTAL,2015_01,160654.0
7602,IWM_TOTAL,2015_02,191700.0
7603,IWM_TOTAL,2015_03,197808.0
7605,IWM_LONDON,2014_04,139.0
7606,IWM_LONDON,2014_05,100.0
7607,IWM_LONDON,2014_06,76.0
7608,IWM_LONDON,2014_07,102185.0
7609,IWM_LONDON,2014_08,256891.0
7610,IWM_LONDON,2014_09,138813.0
7611,IWM_LONDON,2014_10,183163.0
7612,IWM_LONDON,2014_11,134756.0
7613,IWM_LONDON,2014_12,86869.0
7614,IWM_LONDON,2015_01,92588.0
7615,IWM_LONDON,2015_02,95186.0
7616,IWM_LONDON,2015_03,99427.0
7618,HMS_BELFAST_(IWM),2014_04,40284.0
7619,HMS_BELFAST_(IWM),2014_05,33840.0
7620,HMS_BELFAST_(IWM),2014_06,29772.0
7621,HMS_BELFAST_(IWM),2014_07,39412.0
7622,HMS_BELFAST_(IWM),2014_08,51485.0
7623,HMS_BELFAST_(IWM),2014_09,21547.0
7624,HMS_BELFAST_(IWM),2014_10,37106.0
7625,HMS_BELFAST_(IWM),2014_11,20587.0
7626,HMS_BELFAST_(IWM),2014_12,16523.0
7627,HMS_BELFAST_(IWM),2015_01,12087.0
7628,HMS_BELFAST_(IWM),2015_02,19541.0
7629,HMS_BELFAST_(IWM),2015_03,21027.0
7631,CHURCHILL_WAR_ROOMS_(IWM),2014_04,43477.0
7632,CHURCHILL_WAR_ROOMS_(IWM),2014_05,46021.0
7633,CHURCHILL_WAR_ROOMS_(IWM),2014_06,52385.0
7634,CHURCHILL_WAR_ROOMS_(IWM),2014_07,57968.0
7635,CHURCHILL_WAR_ROOMS_(IWM),2014_08,52890.0
7636,CHURCHILL_WAR_ROOMS_(IWM),2014_09,40292.0
7637,CHURCHILL_WAR_ROOMS_(IWM),2014_10,41031.0
7638,CHURCHILL_WAR_ROOMS_(IWM),2014_11,28665.0
7639,CHURCHILL_WAR_ROOMS_(IWM),2014_12,27637.0
7640,CHURCHILL_WAR_ROOMS_(IWM),2015_01,24319.0
7641,CHURCHILL_WAR_ROOMS_(IWM),2015_02,28350.0
7642,CHURCHILL_WAR_ROOMS_(IWM),2015_03,37673.0
7644,IWM_DUXFORD,2014_04,32447.0
7645,IWM_DUXFORD,2014_05,51457.0
7646,IWM_DUXFORD,2014_06,31704.0
7647,IWM_DUXFORD,2014_07,63299.0
7648,IWM_DUXFORD,2014_08,45136.0
7649,IWM_DUXFORD,2014_09,63624.0
7650,IWM_DUXFORD,2014_10,31042.0
7651,IWM_DUXFORD,2014_11,28728.0
7652,IWM_DUXFORD,2014_12,10565.0
7653,IWM_DUXFORD,2015_01,11510.0
7654,IWM_DUXFORD,2015_02,19657.0
7655,IWM_DUXFORD,2015_03,16703.0
7657,IWM_NORTH,2014_04,41103.0
7658,IWM_NORTH,2014_05,38331.0
7659,IWM_NORTH,2014_06,30771.0
7660,IWM_NORTH,2014_07,38579.0
7661,IWM_NORTH,2014_08,56833.0
7662,IWM_NORTH,2014_09,30700.0
7663,IWM_NORTH,2014_10,40958.0
7664,IWM_NORTH,2014_11,28755.0
7665,IWM_NORTH,2014_12,15737.0
7666,IWM_NORTH,2015_01,20150.0
7667,IWM_NORTH,2015_02,28966.0
7668,IWM_NORTH,2015_03,22978.0
7670,NATIONAL_GALLERY,2014_04,576000.0
7671,NATIONAL_GALLERY,2014_05,575000.0
7672,NATIONAL_GALLERY,2014_06,516000.0
7673,NATIONAL_GALLERY,2014_07,581000.0
7674,NATIONAL_GALLERY,2014_08,681000.0
7675,NATIONAL_GALLERY,2014_09,381000.0
7676,NATIONAL_GALLERY,2014_10,536000.0
7677,NATIONAL_GALLERY,2014_11,505000.0
7678,NATIONAL_GALLERY,2014_12,596000.0
7679,NATIONAL_GALLERY,2015_01,536000.0
7680,NATIONAL_GALLERY,2015_02,475000.0
7681,NATIONAL_GALLERY,2015_03,576000.0
7683,NHM_TOTAL,2014_04,535622.0
7684,NHM_TOTAL,2014_05,456755.0
7685,NHM_TOTAL,2014_06,423197.0
7686,NHM_TOTAL,2014_07,528358.0
7687,NHM_TOTAL,2014_08,603963.0
7688,NHM_TOTAL,2014_09,365915.0
7689,NHM_TOTAL,2014_10,455093.0
7690,NHM_TOTAL,2014_11,387150.0
7691,NHM_TOTAL,2014_12,367438.0
7692,NHM_TOTAL,2015_01,400768.0
7693,NHM_TOTAL,2015_02,458190.0
7694,NHM_TOTAL,2015_03,453499.0
7696,(NHM)_SOUTH_KENSINGTON,2014_04,519565.0
7697,(NHM)_SOUTH_KENSINGTON,2014_05,440119.0
7698,(NHM)_SOUTH_KENSINGTON,2014_06,415608.0
7699,(NHM)_SOUTH_KENSINGTON,2014_07,519328.0
7700,(NHM)_SOUTH_KENSINGTON,2014_08,582332.0
7701,(NHM)_SOUTH_KENSINGTON,2014_09,358142.0
7702,(NHM)_SOUTH_KENSINGTON,2014_10,442361.0
7703,(NHM)_SOUTH_KENSINGTON,2014_11,378643.0
7704,(NHM)_SOUTH_KENSINGTON,2014_12,359543.0
7705,(NHM)_SOUTH_KENSINGTON,2015_01,386651.0
7706,(NHM)_SOUTH_KENSINGTON,2015_02,437719.0
7707,(NHM)_SOUTH_KENSINGTON,2015_03,441435.0
7709,(NHM)_TRING,2014_04,16057.0
7710,(NHM)_TRING,2014_05,16636.0
7711,(NHM)_TRING,2014_06,7589.0
7712,(NHM)_TRING,2014_07,9030.0
7713,(NHM)_TRING,2014_08,21631.0
7714,(NHM)_TRING,2014_09,7773.0
7715,(NHM)_TRING,2014_10,12732.0
7716,(NHM)_TRING,2014_11,8507.0
7717,(NHM)_TRING,2014_12,7895.0
7718,(NHM)_TRING,2015_01,14117.0
7719,(NHM)_TRING,2015_02,20471.0
7720,(NHM)_TRING,2015_03,12064.0
7722,ROYAL_MUSEUMS_GREENWICH,2014_04,263261.0
7723,ROYAL_MUSEUMS_GREENWICH,2014_05,207777.0
7724,ROYAL_MUSEUMS_GREENWICH,2014_06,195547.0
7725,ROYAL_MUSEUMS_GREENWICH,2014_07,274210.0
7726,ROYAL_MUSEUMS_GREENWICH,2014_08,301569.0
7727,ROYAL_MUSEUMS_GREENWICH,2014_09,186856.0
7728,ROYAL_MUSEUMS_GREENWICH,2014_10,195685.0
7729,ROYAL_MUSEUMS_GREENWICH,2014_11,127062.0
7730,ROYAL_MUSEUMS_GREENWICH,2014_12,119809.0
7731,ROYAL_MUSEUMS_GREENWICH,2015_01,140492.0
7732,ROYAL_MUSEUMS_GREENWICH,2015_02,150302.0
7733,ROYAL_MUSEUMS_GREENWICH,2015_03,168281.0
7735,NATIONAL_MUSEUMS_LIVERPOOL,2014_04,243679.0
7736,NATIONAL_MUSEUMS_LIVERPOOL,2014_05,247080.0
7737,NATIONAL_MUSEUMS_LIVERPOOL,2014_06,208786.0
7738,NATIONAL_MUSEUMS_LIVERPOOL,2014_07,282554.0
7739,NATIONAL_MUSEUMS_LIVERPOOL,2014_08,343603.0
7740,NATIONAL_MUSEUMS_LIVERPOOL,2014_09,194205.0
7741,NATIONAL_MUSEUMS_LIVERPOOL,2014_10,253732.0
7742,NATIONAL_MUSEUMS_LIVERPOOL,2014_11,173798.0
7743,NATIONAL_MUSEUMS_LIVERPOOL,2014_12,125156.0
7744,NATIONAL_MUSEUMS_LIVERPOOL,2015_01,145374.0
7745,NATIONAL_MUSEUMS_LIVERPOOL,2015_02,236462.0
7746,NATIONAL_MUSEUMS_LIVERPOOL,2015_03,199872.0
7748,SCIENCE_MUSEUM_GROUP_TOTAL,2014_04,549828.0
7749,SCIENCE_MUSEUM_GROUP_TOTAL,2014_05,475939.0
7750,SCIENCE_MUSEUM_GROUP_TOTAL,2014_06,384186.0
7751,SCIENCE_MUSEUM_GROUP_TOTAL,2014_07,519902.0
7752,SCIENCE_MUSEUM_GROUP_TOTAL,2014_08,697666.0
7753,SCIENCE_MUSEUM_GROUP_TOTAL,2014_09,328529.0
