,place,Year,month,gt_visit,ym
2941,Brown_v._Board_of_Education_NHS,2015,09,1931,2015_09
2942,Brown_v._Board_of_Education_NHS,2014,09,1546,2014_09
2943,Brown_v._Board_of_Education_NHS,2013,09,1058,2013_09
2944,Bryce_Canyon_NP,2016,09,373002,2016_09
2945,Bryce_Canyon_NP,2015,09,252839,2015_09
2946,Bryce_Canyon_NP,2014,09,217004,2014_09
2947,Bryce_Canyon_NP,2013,09,203491,2013_09
2948,Buck_Island_Reef_NM,2016,09,881,2016_09
2949,Buck_Island_Reef_NM,2015,09,1957,2015_09
2950,Buck_Island_Reef_NM,2014,09,1180,2014_09
2951,Buck_Island_Reef_NM,2013,09,799,2013_09
2953,Buffalo_NR,2015,09,104920,2015_09
2954,Buffalo_NR,2014,09,111981,2014_09
2955,Buffalo_NR,2013,09,74152,2013_09
2957,Cabrillo_NM,2015,09,75470,2015_09
2958,Cabrillo_NM,2014,09,68677,2014_09
2959,Cabrillo_NM,2013,09,70259,2013_09
2960,Canaveral_NS,2016,09,95843,2016_09
2961,Canaveral_NS,2015,09,117186,2015_09
2962,Canaveral_NS,2014,09,99216,2014_09
2963,Canaveral_NS,2013,09,105657,2013_09
2964,Cane_River_Creole_NHP,2016,09,1079,2016_09
2965,Cane_River_Creole_NHP,2015,09,2255,2015_09
2966,Cane_River_Creole_NHP,2014,09,1554,2014_09
2967,Cane_River_Creole_NHP,2013,09,2200,2013_09
2969,Canyon_de_Chelly_NM,2015,09,95239,2015_09
2970,Canyon_de_Chelly_NM,2014,09,96847,2014_09
2971,Canyon_de_Chelly_NM,2013,09,97361,2013_09
2972,Canyonlands_NP,2016,09,94864,2016_09
2973,Canyonlands_NP,2015,09,82163,2015_09
2974,Canyonlands_NP,2014,09,68430,2014_09
2975,Canyonlands_NP,2013,09,64496,2013_09
2977,Cape_Cod_NS,2015,09,541447,2015_09
2978,Cape_Cod_NS,2014,09,502386,2014_09
2979,Cape_Cod_NS,2013,09,580466,2013_09
2981,Cape_Hatteras_NS,2015,09,298610,2015_09
2982,Cape_Hatteras_NS,2014,09,257527,2014_09
2983,Cape_Hatteras_NS,2013,09,269403,2013_09
2984,Cape_Lookout_NS,2016,09,48727,2016_09
2985,Cape_Lookout_NS,2015,09,49528,2015_09
2986,Cape_Lookout_NS,2014,09,55505,2014_09
2987,Cape_Lookout_NS,2013,09,73223,2013_09
2988,Capitol_Reef_NP,2016,09,150775,2016_09
2989,Capitol_Reef_NP,2015,09,135543,2015_09
2990,Capitol_Reef_NP,2014,09,120901,2014_09
2991,Capitol_Reef_NP,2013,09,102187,2013_09
2993,Capulin_Volcano_NM,2015,09,4785,2015_09
2994,Capulin_Volcano_NM,2014,09,3688,2014_09
2995,Capulin_Volcano_NM,2013,09,3612,2013_09
2996,Carl_Sandburg_Home_NHS,2016,09,5246,2016_09
2997,Carl_Sandburg_Home_NHS,2015,09,4672,2015_09
2998,Carl_Sandburg_Home_NHS,2014,09,6202,2014_09
2999,Carl_Sandburg_Home_NHS,2013,09,6497,2013_09
3000,Carlsbad_Caverns_NP,2016,09,33676,2016_09
3001,Carlsbad_Caverns_NP,2015,09,31630,2015_09
3002,Carlsbad_Caverns_NP,2014,09,18768,2014_09
3003,Carlsbad_Caverns_NP,2013,09,28603,2013_09
3004,Casa_Grande_Ruins_NM,2016,09,3252,2016_09
3005,Casa_Grande_Ruins_NM,2015,09,2857,2015_09
3006,Casa_Grande_Ruins_NM,2014,09,2504,2014_09
3007,Casa_Grande_Ruins_NM,2013,09,2653,2013_09
3008,Castillo_de_San_Marcos_NM,2016,09,41733,2016_09
3009,Castillo_de_San_Marcos_NM,2015,09,43232,2015_09
3010,Castillo_de_San_Marcos_NM,2014,09,34726,2014_09
3011,Castillo_de_San_Marcos_NM,2013,09,36948,2013_09
3012,Castle_Clinton_NM,2016,09,410036,2016_09
3013,Castle_Clinton_NM,2015,09,404272,2015_09
3014,Castle_Clinton_NM,2014,09,381321,2014_09
3015,Castle_Clinton_NM,2013,09,340678,2013_09
3017,Catoctin_Mountain_Park,2015,09,18149,2015_09
3018,Catoctin_Mountain_Park,2014,09,20569,2014_09
3019,Catoctin_Mountain_Park,2013,09,24919,2013_09
3021,Cedar_Breaks_NM,2015,09,136735,2015_09
3022,Cedar_Breaks_NM,2014,09,109811,2014_09
3023,Cedar_Breaks_NM,2013,09,60992,2013_09
3024,Cesar_E._Chavez_NM,2016,09,999,2016_09
3025,Cesar_E._Chavez_NM,2015,09,902,2015_09
3026,Cesar_E._Chavez_NM,2014,09,477,2014_09
3027,Cesar_E._Chavez_NM,2013,09,605,2013_09
3028,Chaco_Culture_NHP,2016,09,6350,2016_09
3029,Chaco_Culture_NHP,2015,09,5237,2015_09
3030,Chaco_Culture_NHP,2014,09,4316,2014_09
3031,Chaco_Culture_NHP,2013,09,2482,2013_09
3032,Chamizal_NMEM,2016,09,15503,2016_09
3033,Chamizal_NMEM,2015,09,12206,2015_09
3034,Chamizal_NMEM,2014,09,10110,2014_09
3035,Chamizal_NMEM,2013,09,7223,2013_09
3036,Channel_Islands_NP,2016,09,28675,2016_09
3037,Channel_Islands_NP,2015,09,24994,2015_09
3038,Channel_Islands_NP,2014,09,27100,2014_09
3039,Channel_Islands_NP,2013,09,18851,2013_09
3040,Charles_Pinckney_NHS,2016,09,1220,2016_09
3041,Charles_Pinckney_NHS,2015,09,4655,2015_09
3042,Charles_Pinckney_NHS,2014,09,5505,2014_09
3043,Charles_Pinckney_NHS,2013,09,5613,2013_09
3044,Chattahoochee_River_NRA,2016,09,249971,2016_09
3045,Chattahoochee_River_NRA,2015,09,228360,2015_09
3046,Chattahoochee_River_NRA,2014,09,203680,2014_09
3047,Chattahoochee_River_NRA,2013,09,213692,2013_09
3048,Chesapeake_&_Ohio_Canal_NHP,2016,09,0,2016_09
3049,Chesapeake_&_Ohio_Canal_NHP,2015,09,503824,2015_09
3050,Chesapeake_&_Ohio_Canal_NHP,2014,09,487091,2014_09
3051,Chesapeake_&_Ohio_Canal_NHP,2013,09,425811,2013_09
3052,Chickamauga_&_Chattanooga_NMP,2016,09,92874,2016_09
3053,Chickamauga_&_Chattanooga_NMP,2015,09,87299,2015_09
3054,Chickamauga_&_Chattanooga_NMP,2014,09,87536,2014_09
3055,Chickamauga_&_Chattanooga_NMP,2013,09,87582,2013_09
3057,Chickasaw_NRA,2015,09,123688,2015_09
3058,Chickasaw_NRA,2014,09,94803,2014_09
3059,Chickasaw_NRA,2013,09,109163,2013_09
3060,Chiricahua_NM,2016,09,3261,2016_09
3061,Chiricahua_NM,2015,09,2796,2015_09
3062,Chiricahua_NM,2014,09,2060,2014_09
3063,Chiricahua_NM,2013,09,1864,2013_09
3064,Christiansted_NHS,2016,09,7882,2016_09
3065,Christiansted_NHS,2015,09,8350,2015_09
3066,Christiansted_NHS,2014,09,7776,2014_09
3067,Christiansted_NHS,2013,09,8180,2013_09
3068,City_of_Rocks_NRES,2016,09,13482,2016_09
3069,City_of_Rocks_NRES,2015,09,13432,2015_09
3070,City_of_Rocks_NRES,2014,09,15651,2014_09
3071,City_of_Rocks_NRES,2013,09,13184,2013_09
3072,Clara_Barton_NHS,2016,09,0,2016_09
3073,Clara_Barton_NHS,2015,09,0,2015_09
3074,Clara_Barton_NHS,2014,09,1782,2014_09
3075,Clara_Barton_NHS,2013,09,1754,2013_09
3077,Colonial_NHP,2015,09,321708,2015_09
3078,Colonial_NHP,2014,09,321254,2014_09
3079,Colonial_NHP,2013,09,319974,2013_09
3080,Colorado_NM,2016,09,38849,2016_09
3081,Colorado_NM,2015,09,49574,2015_09
3082,Colorado_NM,2014,09,49389,2014_09
3083,Colorado_NM,2013,09,43973,2013_09
3085,Congaree_NP,2015,09,3880,2015_09
3086,Congaree_NP,2014,09,9756,2014_09
3087,Congaree_NP,2013,09,8220,2013_09
3088,Congaree_NP,2012,09,8501,2012_09
3089,Coronado_NMEM,2016,09,10042,2016_09
3090,Coronado_NMEM,2015,09,10953,2015_09
3091,Coronado_NMEM,2014,09,7352,2014_09
3092,Coronado_NMEM,2013,09,8469,2013_09
3093,Cowpens_NB,2016,09,19231,2016_09
3094,Cowpens_NB,2015,09,13661,2015_09
3095,Cowpens_NB,2014,09,15574,2014_09
3096,Cowpens_NB,2013,09,31776,2013_09
3097,Crater_Lake_NP,2016,09,131760,2016_09
3098,Crater_Lake_NP,2015,09,128398,2015_09
3099,Crater_Lake_NP,2014,09,87060,2014_09
3100,Crater_Lake_NP,2013,09,76796,2013_09
3101,Craters_of_the_Moon_NM,2016,09,36211,2016_09
3102,Craters_of_the_Moon_NM,2015,09,36255,2015_09
3103,Craters_of_the_Moon_NM,2014,09,31196,2014_09
3104,Craters_of_the_Moon_NM,2013,09,28510,2013_09
3105,Cumberland_Gap_NHP,2016,09,66393,2016_09
3106,Cumberland_Gap_NHP,2015,09,85911,2015_09
3107,Cumberland_Gap_NHP,2014,09,96165,2014_09
3108,Cumberland_Gap_NHP,2013,09,92552,2013_09
3109,Curecanti_NRA,2016,09,124910,2016_09
3110,Curecanti_NRA,2015,09,112272,2015_09
3111,Curecanti_NRA,2014,09,134869,2014_09
3112,Curecanti_NRA,2013,09,114923,2013_09
3114,Cuyahoga_Valley_NP,2015,09,206668,2015_09
3115,Cuyahoga_Valley_NP,2014,09,221783,2014_09
3116,Cuyahoga_Valley_NP,2013,09,239958,2013_09
3118,Dayton_Aviation_Heritage_NHP,2015,09,7522,2015_09
3119,Dayton_Aviation_Heritage_NHP,2014,09,5742,2014_09
3120,Dayton_Aviation_Heritage_NHP,2013,09,5839,2013_09
3121,De_Soto_NMEM,2016,09,14322,2016_09
3122,De_Soto_NMEM,2015,09,12557,2015_09
3123,De_Soto_NMEM,2014,09,22671,2014_09
3124,De_Soto_NMEM,2013,09,12588,2013_09
3126,Death_Valley_NP,2015,09,88005,2015_09
3127,Death_Valley_NP,2014,09,110593,2014_09
3128,Death_Valley_NP,2013,09,94989,2013_09
3130,Delaware_Water_Gap_NRA,2015,09,337565,2015_09
3131,Delaware_Water_Gap_NRA,2014,09,286885,2014_09
3132,Delaware_Water_Gap_NRA,2013,09,325385,2013_09
3133,Denali_NP_&_PRES,2016,09,67096,2016_09
3134,Denali_NP_&_PRES,2015,09,57612,2015_09
3135,Denali_NP_&_PRES,2014,09,56890,2014_09
3136,Denali_NP_&_PRES,2013,09,59490,2013_09
3137,Devils_Postpile_NM,2016,09,29136,2016_09
3138,Devils_Postpile_NM,2015,09,23742,2015_09
3139,Devils_Postpile_NM,2014,09,22517,2014_09
3140,Devils_Postpile_NM,2013,09,20392,2013_09
3142,San_Juan_NHS,2015,10,86236,2015_10
3143,San_Juan_NHS,2014,10,60008,2014_10
3144,San_Juan_NHS,2013,10,37303,2013_10
3146,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,10,13930,2015_10
3147,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,10,18777,2014_10
3148,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,10,3930,2013_10
3150,Acadia_NP_(ACAD),2015,10,344362,2015_10
3151,Acadia_NP_(ACAD),2014,10,313920,2014_10
3152,Acadia_NP_(ACAD),2013,10,94904,2013_10
3154,Adams_NHP,2015,10,22766,2015_10
3155,Adams_NHP,2014,10,23525,2014_10
3156,Adams_NHP,2013,10,11067,2013_10
3158,African_Burial_Ground_NM_(AFBG),2015,10,6516,2015_10
3159,African_Burial_Ground_NM_(AFBG),2014,10,5495,2014_10
3160,African_Burial_Ground_NM_(AFBG),2013,10,5561,2013_10
3162,Agate_Fossil_Beds_NM,2015,10,907,2015_10
3163,Agate_Fossil_Beds_NM,2014,10,561,2014_10
3164,Agate_Fossil_Beds_NM,2013,10,140,2013_10
3166,Alibates_Flint_Quarries_NM_(ALFL),2015,10,2413,2015_10
3167,Alibates_Flint_Quarries_NM_(ALFL),2014,10,2413,2014_10
3168,Alibates_Flint_Quarries_NM_(ALFL),2013,10,67,2013_10
3170,Allegheny_Portage_Railroad_NHS_(ALPO),2015,10,14589,2015_10
3171,Allegheny_Portage_Railroad_NHS_(ALPO),2014,10,17737,2014_10
3172,Allegheny_Portage_Railroad_NHS_(ALPO),2013,10,2962,2013_10
3174,Amistad_NRA_(AMIS),2015,10,74683,2015_10
3175,Amistad_NRA_(AMIS),2014,10,84320,2014_10
3176,Amistad_NRA_(AMIS),2013,10,46085,2013_10
3178,Andersonville_NHS_(ANDE),2015,10,13080,2015_10
3179,Andersonville_NHS_(ANDE),2014,10,12486,2014_10
3180,Andersonville_NHS_(ANDE),2013,10,5889,2013_10
3182,Andrew_Johnson_NHS,2015,10,4697,2015_10
3183,Andrew_Johnson_NHS,2014,10,4406,2014_10
3184,Andrew_Johnson_NHS,2013,10,1997,2013_10
3186,Aniakchak_NM_&_PRES_(ANIA),2015,10,5,2015_10
3187,Aniakchak_NM_&_PRES_(ANIA),2014,10,0,2014_10
3188,Aniakchak_NM_&_PRES_(ANIA),2013,10,0,2013_10
3190,Antietam_NB_(ANTI),2015,10,35042,2015_10
3191,Antietam_NB_(ANTI),2014,10,36143,2014_10
3192,Antietam_NB_(ANTI),2013,10,14578,2013_10
3194,Apostle_Islands_NL_(APIS),2015,10,10962,2015_10
3195,Apostle_Islands_NL_(APIS),2014,10,8189,2014_10
3196,Apostle_Islands_NL_(APIS),2013,10,6504,2013_10
3198,Appomattox_Court_House_NHP_(APCO),2015,10,29340,2015_10
3199,Appomattox_Court_House_NHP_(APCO),2014,10,29061,2014_10
3200,Appomattox_Court_House_NHP_(APCO),2013,10,14450,2013_10
3202,Arches_NP_(ARCH),2015,10,115859,2015_10
3203,Arches_NP_(ARCH),2014,10,115545,2014_10
3204,Arches_NP_(ARCH),2013,10,57446,2013_10
3206,Arkansas_Post_NMEM_(ARPO),2015,10,2695,2015_10
3207,Arkansas_Post_NMEM_(ARPO),2014,10,3151,2014_10
3208,Arkansas_Post_NMEM_(ARPO),2013,10,2394,2013_10
3210,Arlington_House_The_R.E._Lee_MEM_(ARHO),2015,10,41668,2015_10
3211,Arlington_House_The_R.E._Lee_MEM_(ARHO),2014,10,44404,2014_10
3212,Arlington_House_The_R.E._Lee_MEM_(ARHO),2013,10,21091,2013_10
3214,Assateague_Island_NS_(ASIS),2015,10,128583,2015_10
3215,Assateague_Island_NS_(ASIS),2014,10,139250,2014_10
3216,Assateague_Island_NS_(ASIS),2013,10,54727,2013_10
3217,Aztec_Ruins_NM_(AZRU),2016,10,6257,2016_10
3218,Aztec_Ruins_NM_(AZRU),2015,10,5313,2015_10
3219,Aztec_Ruins_NM_(AZRU),2014,10,4081,2014_10
3220,Aztec_Ruins_NM_(AZRU),2013,10,1199,2013_10
3222,Badlands_NP_(BADL),2015,10,34498,2015_10
3223,Badlands_NP_(BADL),2014,10,36929,2014_10
3224,Badlands_NP_(BADL),2013,10,25530,2013_10
3226,Bandelier_NM_(BAND),2015,10,16232,2015_10
3227,Bandelier_NM_(BAND),2014,10,12053,2014_10
3228,Bandelier_NM_(BAND),2013,10,4615,2013_10
3230,Bent's_Old_Fort_NHS_(BEOL),2015,10,2190,2015_10
3231,Bent's_Old_Fort_NHS_(BEOL),2014,10,2121,2014_10
3232,Bent's_Old_Fort_NHS_(BEOL),2013,10,694,2013_10
3234,Bering_Land_Bridge_NPRES_(BELA),2015,10,422,2015_10
3235,Bering_Land_Bridge_NPRES_(BELA),2014,10,422,2014_10
3236,Bering_Land_Bridge_NPRES_(BELA),2013,10,422,2013_10
3238,Big_Bend_NP_(BIBE),2015,10,23237,2015_10
3239,Big_Bend_NP_(BIBE),2014,10,29882,2014_10
3240,Big_Bend_NP_(BIBE),2013,10,30835,2013_10
3242,Big_Cypress_NPRES_(BICY),2015,10,65884,2015_10
3243,Big_Cypress_NPRES_(BICY),2014,10,81536,2014_10
3244,Big_Cypress_NPRES_(BICY),2013,10,56478,2013_10
3246,Big_Hole_NB_(BIHO),2015,10,1692,2015_10
3247,Big_Hole_NB_(BIHO),2014,10,1437,2014_10
3248,Big_Hole_NB_(BIHO),2013,10,446,2013_10
3250,Big_South_Fork_NRRA_(BISO),2015,10,57040,2015_10
3251,Big_South_Fork_NRRA_(BISO),2014,10,60437,2014_10
3252,Big_South_Fork_NRRA_(BISO),2013,10,57121,2013_10
3254,Big_Thicket_NPRES_(BITH),2015,10,12580,2015_10
3255,Big_Thicket_NPRES_(BITH),2014,10,13183,2014_10
3256,Big_Thicket_NPRES_(BITH),2013,10,8594,2013_10
3257,Bighorn_Canyon_NRA,2016,10,159,2016_10
3258,Bighorn_Canyon_NRA,2015,10,12982,2015_10
3259,Bighorn_Canyon_NRA,2014,10,12318,2014_10
3260,Bighorn_Canyon_NRA,2013,10,11690,2013_10
3262,Biscayne_NP,2015,10,27634,2015_10
3263,Biscayne_NP,2014,10,44810,2014_10
3264,Biscayne_NP,2013,10,36185,2013_10
3266,Black_Canyon_of_the_Gunnison_NP,2015,10,16626,2015_10
3267,Black_Canyon_of_the_Gunnison_NP,2014,10,13432,2014_10
3268,Black_Canyon_of_the_Gunnison_NP,2013,10,5789,2013_10
3270,Blue_Ridge_PKWY,2015,10,1804356,2015_10
3271,Blue_Ridge_PKWY,2014,10,1914541,2014_10
3272,Blue_Ridge_PKWY,2013,10,1660640,2013_10
3274,Bluestone_NSR,2015,10,4303,2015_10
3275,Bluestone_NSR,2014,10,4246,2014_10
3276,Bluestone_NSR,2013,10,3920,2013_10
3278,Booker_T._Washington_NM,2015,10,1981,2015_10
3279,Booker_T._Washington_NM,2014,10,2741,2014_10
3280,Booker_T._Washington_NM,2013,10,1125,2013_10
3282,Boston_African_American_NHS,2015,10,21869,2015_10
3283,Boston_African_American_NHS,2014,10,21732,2014_10
3284,Boston_African_American_NHS,2013,10,9736,2013_10
3286,Boston_NHP,2015,10,239388,2015_10
3287,Boston_NHP,2014,10,259665,2014_10
3288,Boston_NHP,2013,10,156466,2013_10
3290,Brown_v._Board_of_Education_NHS,2015,10,1756,2015_10
3291,Brown_v._Board_of_Education_NHS,2014,10,1495,2014_10
3292,Brown_v._Board_of_Education_NHS,2013,10,512,2013_10
3294,Bryce_Canyon_NP,2015,10,152995,2015_10
3295,Bryce_Canyon_NP,2014,10,131490,2014_10
3296,Bryce_Canyon_NP,2013,10,66747,2013_10
3298,Buck_Island_Reef_NM,2015,10,1179,2015_10
3299,Buck_Island_Reef_NM,2014,10,1480,2014_10
3300,Buck_Island_Reef_NM,2013,10,879,2013_10
3302,Buffalo_NR,2015,10,119029,2015_10
3303,Buffalo_NR,2014,10,62802,2014_10
3304,Buffalo_NR,2013,10,45005,2013_10
3306,Cabrillo_NM,2015,10,67511,2015_10
3307,Cabrillo_NM,2014,10,65556,2014_10
3308,Cabrillo_NM,2013,10,18188,2013_10
3310,Canaveral_NS,2015,10,120443,2015_10
3311,Canaveral_NS,2014,10,111776,2014_10
3312,Canaveral_NS,2013,10,55454,2013_10
3314,Cane_River_Creole_NHP,2015,10,1316,2015_10
3315,Cane_River_Creole_NHP,2014,10,3027,2014_10
3316,Cane_River_Creole_NHP,2013,10,923,2013_10
3318,Canyon_de_Chelly_NM,2015,10,52800,2015_10
3319,Canyon_de_Chelly_NM,2014,10,52090,2014_10
3320,Canyon_de_Chelly_NM,2013,10,52134,2013_10
3322,Canyonlands_NP,2015,10,69966,2015_10
3323,Canyonlands_NP,2014,10,65256,2014_10
3324,Canyonlands_NP,2013,10,34508,2013_10
3326,Cape_Cod_NS,2015,10,340420,2015_10
3327,Cape_Cod_NS,2014,10,300459,2014_10
3328,Cape_Cod_NS,2013,10,378603,2013_10
3330,Cape_Hatteras_NS,2015,10,168031,2015_10
3331,Cape_Hatteras_NS,2014,10,176535,2014_10
3332,Cape_Hatteras_NS,2013,10,94729,2013_10
3334,Cape_Lookout_NS,2015,10,30868,2015_10
3335,Cape_Lookout_NS,2014,10,29248,2014_10
3336,Cape_Lookout_NS,2013,10,37212,2013_10
3338,Capitol_Reef_NP,2015,10,103721,2015_10
3339,Capitol_Reef_NP,2014,10,95466,2014_10
3340,Capitol_Reef_NP,2013,10,57139,2013_10
3342,Capulin_Volcano_NM,2015,10,3182,2015_10
3343,Capulin_Volcano_NM,2014,10,2784,2014_10
3344,Capulin_Volcano_NM,2013,10,968,2013_10
3346,Carl_Sandburg_Home_NHS,2015,10,8330,2015_10
3347,Carl_Sandburg_Home_NHS,2014,10,9860,2014_10
3348,Carl_Sandburg_Home_NHS,2013,10,4784,2013_10
3349,Carlsbad_Caverns_NP,2016,10,16477,2016_10
3350,Carlsbad_Caverns_NP,2015,10,29050,2015_10
3351,Carlsbad_Caverns_NP,2014,10,23537,2014_10
3352,Carlsbad_Caverns_NP,2013,10,8040,2013_10
3354,Casa_Grande_Ruins_NM,2015,10,4435,2015_10
3355,Casa_Grande_Ruins_NM,2014,10,3842,2014_10
3356,Casa_Grande_Ruins_NM,2013,10,2272,2013_10
3358,Castillo_de_San_Marcos_NM,2015,10,52171,2015_10
3359,Castillo_de_San_Marcos_NM,2014,10,49588,2014_10
3360,Castillo_de_San_Marcos_NM,2013,10,24508,2013_10
3362,Castle_Clinton_NM,2015,10,394375,2015_10
3363,Castle_Clinton_NM,2014,10,386903,2014_10
3364,Castle_Clinton_NM,2013,10,273886,2013_10
3366,Catoctin_Mountain_Park,2015,10,28269,2015_10
3367,Catoctin_Mountain_Park,2014,10,11928,2014_10
3368,Catoctin_Mountain_Park,2013,10,8696,2013_10
3370,Cedar_Breaks_NM,2015,10,94514,2015_10
3371,Cedar_Breaks_NM,2014,10,47586,2014_10
3372,Cedar_Breaks_NM,2013,10,39660,2013_10
3374,Cesar_E._Chavez_NM,2015,10,819,2015_10
3375,Cesar_E._Chavez_NM,2014,10,532,2014_10
3376,Cesar_E._Chavez_NM,2013,10,171,2013_10
3378,Chaco_Culture_NHP,2015,10,6413,2015_10
3379,Chaco_Culture_NHP,2014,10,5273,2014_10
3380,Chaco_Culture_NHP,2013,10,879,2013_10
3382,Chamizal_NMEM,2015,10,3179,2015_10
3383,Chamizal_NMEM,2014,10,2303,2014_10
3384,Chamizal_NMEM,2013,10,186,2013_10
3386,Channel_Islands_NP,2015,10,21871,2015_10
3387,Channel_Islands_NP,2014,10,18271,2014_10
3388,Channel_Islands_NP,2013,10,7193,2013_10
3390,Charles_Pinckney_NHS,2015,10,3688,2015_10
3391,Charles_Pinckney_NHS,2014,10,4514,2014_10
3392,Charles_Pinckney_NHS,2013,10,2014,2013_10
3394,Chattahoochee_River_NRA,2015,10,172586,2015_10
3395,Chattahoochee_River_NRA,2014,10,222175,2014_10
3396,Chattahoochee_River_NRA,2013,10,123740,2013_10
3398,Chesapeake_&_Ohio_Canal_NHP,2015,10,405276,2015_10
3399,Chesapeake_&_Ohio_Canal_NHP,2014,10,438981,2014_10
3400,Chesapeake_&_Ohio_Canal_NHP,2013,10,439735,2013_10
3402,Chickamauga_&_Chattanooga_NMP,2015,10,93873,2015_10
3403,Chickamauga_&_Chattanooga_NMP,2014,10,82622,2014_10
3404,Chickamauga_&_Chattanooga_NMP,2013,10,39791,2013_10
3406,Chickasaw_NRA,2015,10,60638,2015_10
3407,Chickasaw_NRA,2014,10,53766,2014_10
3408,Chickasaw_NRA,2013,10,63182,2013_10
3410,Chiricahua_NM,2015,10,4277,2015_10
3411,Chiricahua_NM,2014,10,3372,2014_10
3412,Chiricahua_NM,2013,10,1416,2013_10
3413,Christiansted_NHS,2016,10,7252,2016_10
3414,Christiansted_NHS,2015,10,8363,2015_10
3415,Christiansted_NHS,2014,10,8052,2014_10
3416,Christiansted_NHS,2013,10,8075,2013_10
3418,City_of_Rocks_NRES,2015,10,14886,2015_10
3419,City_of_Rocks_NRES,2014,10,10262,2014_10
3420,City_of_Rocks_NRES,2013,10,8214,2013_10
3422,Clara_Barton_NHS,2015,10,0,2015_10
3423,Clara_Barton_NHS,2014,10,489,2014_10
3424,Clara_Barton_NHS,2013,10,777,2013_10
3426,Colonial_NHP,2015,10,323432,2015_10
3427,Colonial_NHP,2014,10,322345,2014_10
3428,Colonial_NHP,2013,10,285525,2013_10
3430,Colorado_NM,2015,10,55269,2015_10
3431,Colorado_NM,2014,10,45544,2014_10
3432,Colorado_NM,2013,10,22034,2013_10
3434,Congaree_NP,2015,10,4158,2015_10
3435,Congaree_NP,2014,10,11901,2014_10
3436,Congaree_NP,2013,10,6794,2013_10
3437,Congaree_NP,2012,10,11004,2012_10
3439,Coronado_NMEM,2015,10,9558,2015_10
3440,Coronado_NMEM,2014,10,10394,2014_10
3441,Coronado_NMEM,2013,10,4267,2013_10
3443,Cowpens_NB,2015,10,18589,2015_10
3444,Cowpens_NB,2014,10,18271,2014_10
3445,Cowpens_NB,2013,10,8544,2013_10
3447,Crater_Lake_NP,2015,10,42803,2015_10
3448,Crater_Lake_NP,2014,10,37254,2014_10
3449,Crater_Lake_NP,2013,10,7018,2013_10
3451,Craters_of_the_Moon_NM,2015,10,17369,2015_10
3452,Craters_of_the_Moon_NM,2014,10,16761,2014_10
3453,Craters_of_the_Moon_NM,2013,10,9444,2013_10
3455,Cumberland_Gap_NHP,2015,10,79788,2015_10
3456,Cumberland_Gap_NHP,2014,10,80991,2014_10
3457,Cumberland_Gap_NHP,2013,10,59966,2013_10
3459,Curecanti_NRA,2015,10,58090,2015_10
3460,Curecanti_NRA,2014,10,66827,2014_10
3461,Curecanti_NRA,2013,10,35064,2013_10
3463,Cuyahoga_Valley_NP,2015,10,227876,2015_10
3464,Cuyahoga_Valley_NP,2014,10,228171,2014_10
3465,Cuyahoga_Valley_NP,2013,10,78947,2013_10
3467,Dayton_Aviation_Heritage_NHP,2015,10,6778,2015_10
3468,Dayton_Aviation_Heritage_NHP,2014,10,4366,2014_10
3469,Dayton_Aviation_Heritage_NHP,2013,10,3715,2013_10
3471,De_Soto_NMEM,2015,10,17062,2015_10
3472,De_Soto_NMEM,2014,10,24155,2014_10
3473,De_Soto_NMEM,2013,10,12576,2013_10
3475,Death_Valley_NP,2015,10,102672,2015_10
3476,Death_Valley_NP,2014,10,96526,2014_10
3477,Death_Valley_NP,2013,10,68345,2013_10
3479,Delaware_Water_Gap_NRA,2015,10,296705,2015_10
3480,Delaware_Water_Gap_NRA,2014,10,282930,2014_10
3481,Delaware_Water_Gap_NRA,2013,10,343373,2013_10
3483,Denali_NP_&_PRES,2015,10,1474,2015_10
3484,Denali_NP_&_PRES,2014,10,846,2014_10
3485,Denali_NP_&_PRES,2013,10,313,2013_10
3487,Devils_Postpile_NM,2015,10,14919,2015_10
3488,Devils_Postpile_NM,2014,10,14777,2014_10
3489,Devils_Postpile_NM,2013,10,2404,2013_10
3491,San_Juan_NHS,2015,11,113496,2015_11
3492,San_Juan_NHS,2014,11,99413,2014_11
3493,San_Juan_NHS,2013,11,90516,2013_11
3495,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,11,8712,2015_11
3496,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,11,5400,2014_11
3497,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,11,8544,2013_11
3499,Acadia_NP_(ACAD),2015,11,48912,2015_11
3500,Acadia_NP_(ACAD),2014,11,31013,2014_11
3501,Acadia_NP_(ACAD),2013,11,41181,2013_11
3503,Adams_NHP,2015,11,6827,2015_11
3504,Adams_NHP,2014,11,2783,2014_11
3505,Adams_NHP,2013,11,13238,2013_11
3507,African_Burial_Ground_NM_(AFBG),2015,11,1998,2015_11
3508,African_Burial_Ground_NM_(AFBG),2014,11,1780,2014_11
3509,African_Burial_Ground_NM_(AFBG),2013,11,5074,2013_11
3511,Agate_Fossil_Beds_NM,2015,11,190,2015_11
3512,Agate_Fossil_Beds_NM,2014,11,137,2014_11
3513,Agate_Fossil_Beds_NM,2013,11,263,2013_11
